Activity name,Description,Begin timestamp,Duration (h:m:s),Moving duration (h:m:s),Distance (km),Average speed (km/h or min/km),Average moving speed (km/h or min/km),Max. speed (km/h or min/km),Elevation loss uncorrected (m),Elevation gain uncorrected (m),Elevation min. uncorrected (m),Elevation max. uncorrected (m),Min. heart rate (bpm),Max. heart rate (bpm),Average heart rate (bpm),Calories,Avg. cadence (rpm),Max. cadence (rpm),Strokes,Avg. temp (°C),Min. temp (°C),Max. temp (°C),Map,End timestamp,Begin timestamp (ms),End timestamp (ms),Device,Activity type,Event type,Time zone,Begin latitude (°DD),Begin longitude (°DD),End latitude (°DD),End longitude (°DD),Elevation gain corrected (m),Elevation loss corrected (m),Elevation max. corrected (m),Elevation min. corrected (m),Sample count
"VGP Morning run","","Sat, 12 Feb 2022 06:02",00:18:54,00:16:33,"1.81922","10.390690","9.097305","5.177591","","","","","","188","152","196","","","","","","","https://connect.garmin.com/modern/activity/8280564055","Sat, 12 Feb 2022 06:21","1644625968000","1644627102000","Forerunner 235 8.20.0.0","running","uncategorized","+05:30","12.908640","80.255558","12.910843","80.255869","12.71","12.75","9.65","2.0",""
"Visapur Lohagad Hike","","Sun, 03 Apr 2022 08:22",02:53:39,01:07:01,"4.04688","37.202379","16.560082","8.841733","","","","","","191","141","981","","","","","","","https://connect.garmin.com/modern/activity/8579934300","Sun, 03 Apr 2022 11:16","1648954367000","1648964786000","Forerunner 235 8.20.0.0","hiking","uncategorized","+05:30","18.715313","73.484407","18.714260","73.481809","253.77","271.24","1040.49","868.46",""
"K2S Hike","","Fri, 01 Apr 2022 22:33",00:22:13,00:15:10,"14.99909","30.016273","1.011172","11.230907","","","","","","190","154","218","","","","","","","https://connect.garmin.com/modern/activity/8579930023","Fri, 01 Apr 2022 22:55","1648832601000","1648833934000","Forerunner 235 8.20.0.0","hiking","uncategorized","+05:30","18.397743","73.858700","18.398431","73.855192","93.03","27.1","989.22","902.87",""
"Hauz khas closeout","","Thu, 31 Mar 2022 17:15",00:17:30,00:17:24,"1.59592","10.964912","10.902802","8.230452","","","","","","170","150","176","","","","","","","https://connect.garmin.com/modern/activity/8557611320","Thu, 31 Mar 2022 17:32","1648727100000","1648728150000","Forerunner 235 8.20.0.0","walking","uncategorized","+05:30","28.554253","77.190899","28.557452","77.201065","14.53","11.1","238.36","219.81",""
"Exploring Deer Park","","Wed, 16 Mar 2022 13:43",00:26:01,00:25:55,"2.18974","11.837121","11.839122","7.410700","","","","","","163","143","250","","","","","","","https://connect.garmin.com/modern/activity/8557610654","Wed, 16 Mar 2022 14:09","1647418386000","1647419947000","Forerunner 235 8.20.0.0","walking","uncategorized","+05:30","28.554931","77.196146","28.554272","77.190737","7.77","13.75","236.0","221.25",""
"VGP Panaiyur sand run","","Sun, 20 Feb 2022 06:23",00:34:20,00:33:58,"4.84750","7.080146","7.010321","4.880429","","","","","","204","174","420","","","","","","","https://connect.garmin.com/modern/activity/8326113250","Sun, 20 Feb 2022 06:57","1645318407000","1645320467000","Forerunner 235 8.20.0.0","running","uncategorized","+05:30","12.907723","80.256626","12.911020","80.256012","97.8","97.8","97.8","",""
"Cuauhtémoc Cycling","","Mon, 01 May 2023 12:39",00:28:49,00:25:30,"5.77768","12.027600","13.594541","25.527600","","","","","","176","148","252","","","","","","","https://connect.garmin.com/modern/activity/11025364972","Mon, 01 May 2023 13:08","1682962782000","1682964511000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.423626","-99.162421","19.435227","-99.198868","85.5","68.68","2286.99","2234.6",""
"Miguel Hidalgo Cycling","","Mon, 01 May 2023 09:42",00:32:21,00:24:47,"6.68059","12.391199","16.173586","28.483200","","","","","","168","135","236","","","","","","","https://connect.garmin.com/modern/activity/11025364467","Mon, 01 May 2023 10:14","1682952147000","1682954088000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.434120","-99.199041","19.415055","-99.158824","55.72","90.98","2297.06","2234.35",""
"Arlington County Other","","Sat, 27 Aug 2022 06:52",00:38:18,00:25:23,"2.98719","4.683599","7.060987","17.701199","","","","","","138","102","147","","","","","","","https://connect.garmin.com/modern/activity/9658925464","Sat, 27 Aug 2022 07:30","1661597549000","1661599847000","Forerunner 235 8.20.0.0","other","uncategorized","+20:00","38.879222","-77.138723","38.880447","-77.110513","48.21","40.41","92.59","49.8",""
"Miguel Hidalgo Cycling","","Fri, 05 May 2023 13:33",00:14:51,00:13:33,"3.10350","12.539393","13.742435","21.664800","","","","","","180","158","108","","","","","","","https://connect.garmin.com/modern/activity/11054656911","Fri, 05 May 2023 13:48","1683311609000","1683312500000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.425610","-99.182267","19.437102","-99.198883","68.22","18.02","2299.2","2248.12",""
"Miguel Hidalgo Cycling","","Fri, 05 May 2023 08:25",00:28:39,00:21:21,"4.90900","10.281599","13.795784","28.720800","","","","","","172","130","185","","","","","","","https://connect.garmin.com/modern/activity/11054656608","Fri, 05 May 2023 08:53","1683293113000","1683294832000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436377","-99.198922","19.428769","-99.166782","25.17","39.77","2269.07","2234.12",""
"Cuauhtémoc Cycling","","Fri, 12 May 2023 18:09",00:23:02,00:18:27,"4.77571","12.441600","15.530764","28.216799","","","","","","176","154","212","","","","","","","https://connect.garmin.com/modern/activity/11109507035","Fri, 12 May 2023 18:32","1683932941000","1683934323000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429253","-99.165537","19.435424","-99.198905","86.14","66.87","2269.18","2236.94",""
"Miguel Hidalgo Cycling","","Fri, 12 May 2023 08:12",00:21:28,00:18:13,"4.98910","13.946400","16.432534","32.381999","","","","","","183","151","193","","","","","","","https://connect.garmin.com/modern/activity/11109506179","Fri, 12 May 2023 08:34","1683897157000","1683898445000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436520","-99.198886","19.428508","-99.165192","44.58","35.37","2271.76","2236.33",""
"Cuauhtémoc Cycling","","Thu, 11 May 2023 17:51",00:19:48,00:19:32,"4.88550","14.806799","15.006655","28.216799","","","","","","175","157","186","","","","","","","https://connect.garmin.com/modern/activity/11109504791","Thu, 11 May 2023 18:10","1683845469000","1683846657000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429119","-99.165417","19.435408","-99.198938","68.74","56.62","2295.96","2237.09",""
"Miguel Hidalgo Cycling","","Thu, 11 May 2023 08:09",00:15:47,00:14:39,"4.43438","16.858800","18.161282","38.361600","","","","","","174","146","137","","","","","","","https://connect.garmin.com/modern/activity/11109501834","Thu, 11 May 2023 08:25","1683810594000","1683811541000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436589","-99.198964","19.429471","-99.165748","6.5","30.83","2272.2","2234.3",""
"Cuauhtémoc Cycling","","Tue, 09 May 2023 18:42",00:25:18,00:21:11,"5.14506","12.204000","14.572947","23.713199","","","","","","186","149","217","","","","","","","https://connect.garmin.com/modern/activity/11109501121","Tue, 09 May 2023 19:07","1683675728000","1683677246000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429425","-99.165661","19.437105","-99.198871","117.58","94.55","2295.15","2236.72",""
"Cuauhtémoc Cycling","","Thu, 18 May 2023 17:38",00:19:51,00:17:53,"4.41632","13.345200","14.817102","26.773199","","","","","","171","136","155","","","","","","","https://connect.garmin.com/modern/activity/11147519122","Thu, 18 May 2023 17:58","1684449516000","1684450707000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.428846","-99.166095","19.430210","-99.199027","78.35","66.28","2298.91","2237.53",""
"Miguel Hidalgo Cycling","","Thu, 18 May 2023 08:22",00:16:56,00:16:28,"4.97888","17.640000","18.141667","32.817600","","","","","","158","138","137","","","","","","","https://connect.garmin.com/modern/activity/11147518818","Thu, 18 May 2023 08:39","1684416175000","1684417191000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435881","-99.199140","19.428763","-99.165307","54.67","48.97","2269.32","2235.74",""
"Cuauhtémoc Cycling","","Wed, 17 May 2023 17:53",00:22:27,00:20:14,"4.96382","13.269600","14.719729","24.890400","","","","","","166","141","180","","","","","","","https://connect.garmin.com/modern/activity/11139994717","Wed, 17 May 2023 18:15","1684363998000","1684365345000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.428469","-99.166404","19.436938","-99.198828","18.59","10.04","2266.0","2235.15",""
"Miguel Hidalgo Cycling","","Wed, 17 May 2023 08:18",00:19:17,00:17:13,"5.01442","15.598800","17.475229","31.003201","","","","","","154","113","105","","","","","","","https://connect.garmin.com/modern/activity/11139994485","Wed, 17 May 2023 08:37","1684329505000","1684330662000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435830","-99.198715","19.428770","-99.165284","10.64","21.95","2270.81","2236.84",""
"Cuauhtémoc Cycling","","Tue, 16 May 2023 17:41",00:22:11,00:20:33,"5.20717","14.083199","15.203415","27.612000","","","","","","172","138","176","","","","","","","https://connect.garmin.com/modern/activity/11133333878","Tue, 16 May 2023 18:03","1684276861000","1684278192000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429021","-99.165792","19.430325","-99.199835","86.62","58.95","2271.32","2189.0",""
"Miguel Hidalgo Cycling","","Tue, 16 May 2023 08:15",00:19:56,00:15:40,"5.00885","15.076800","19.182830","31.139998","","","","","","178","137","156","","","","","","","https://connect.garmin.com/modern/activity/11133333427","Tue, 16 May 2023 08:35","1684242934000","1684244130000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435800","-99.199309","19.428733","-99.165272","35.54","41.26","2275.2","2234.16",""
"Cuauhtémoc Cycling","","Mon, 15 May 2023 17:50",00:21:16,00:16:49,"4.32771","12.207600","15.440788","25.563599","","","","","","173","140","169","","","","","","","https://connect.garmin.com/modern/activity/11133332943","Mon, 15 May 2023 18:11","1684191017000","1684192293000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.426730","-99.168850","19.436391","-99.198862","33.31","21.78","2266.42","2234.81",""
"Miguel Hidalgo Cycling","","Mon, 15 May 2023 08:14",00:21:06,00:15:49,"4.78771","13.611599","18.162018","29.156399","","","","","","172","124","139","","","","","","","https://connect.garmin.com/modern/activity/11133332429","Mon, 15 May 2023 08:35","1684156486000","1684157752000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.433546","-99.196539","19.428706","-99.165301","50.4","41.26","2270.16","2234.52",""
"Miguel Hidalgo Cycling","","Tue, 09 May 2023 08:15",00:20:45,00:19:01,"4.99961","14.453999","15.774404","38.462400","","","","","","174","150","181","","","","","","","https://connect.garmin.com/modern/activity/11109499997","Tue, 09 May 2023 08:36","1683638119000","1683639364000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436639","-99.198958","19.428592","-99.166337","97.79","108.33","2292.0","2237.29",""
"Cuauhtémoc Cycling","","Mon, 08 May 2023 18:10",00:22:38,00:20:22,"5.09605","13.507200","15.012912","26.168400","","","","","","171","146","200","","","","","","","https://connect.garmin.com/modern/activity/11109499261","Mon, 08 May 2023 18:32","1683587420000","1683588778000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429410","-99.165622","19.437262","-99.198851","80.61","57.24","2296.26","2237.49",""
"Miguel Hidalgo Cycling","","Mon, 08 May 2023 08:12",00:23:03,00:16:47,"5.05028","13.143600","18.054624","36.277198","","","","","","184","137","183","","","","","","","https://connect.garmin.com/modern/activity/11109498547","Mon, 08 May 2023 08:35","1683551553000","1683552936000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435958","-99.201025","19.428939","-99.166447","19.29","41.08","2270.99","2237.0",""
"Miguel Hidalgo Cycling","","Sun, 25 Jun 2023 15:02",00:34:30,00:23:08,"2.62628","4.568400","6.811677","11.455199","","","","","","167","123","204","","","","","","","https://connect.garmin.com/modern/activity/11424339339","Sun, 25 Jun 2023 15:36","1687723339000","1687725409000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.423331","-99.187709","19.436458","-99.198909","58.75","54.94","2299.14","2252.48",""
"Miguel Hidalgo Cycling","","Sun, 25 Jun 2023 08:52",02:18:05,00:59:47,"8.04892","5.547600","8.078090","14.644799","","","","","","137","95","294","","","","","","","https://connect.garmin.com/modern/activity/11424338753","Sun, 25 Jun 2023 11:10","1687701121000","1687709406000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436734","-99.198857","19.422774","-99.187149","72.47","88.06","2272.49","2236.56",""
"Miguel Hidalgo Cycling","","Thu, 22 Jun 2023 17:48",00:20:35,00:12:28,"4.95678","14.448525","23.856158","23.612400","","","","","","172","145","174","","","","","","","https://connect.garmin.com/modern/activity/11406355748","Thu, 22 Jun 2023 18:09","1687474114000","1687475349000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.424208","-99.179652","19.437126","-99.198893","19.08","14.37","2262.62","2238.47",""
"Miguel Hidalgo Cycling","","Thu, 22 Jun 2023 08:33",00:20:49,00:20:15,"5.12705","14.774400","15.191258","32.918400","","","","","","130","129","147","","","","","","","https://connect.garmin.com/modern/activity/11406354975","Thu, 22 Jun 2023 08:54","1687440834000","1687442083000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.433828","-99.197732","19.428913","-99.166305","25.57","46.3","2265.86","2234.48",""
"Miguel Hidalgo Cycling","","Tue, 20 Jun 2023 17:37",00:20:54,00:14:28,"3.42015","9.817199","14.184953","23.813999","","","","","","178","148","184","","","","","","","https://connect.garmin.com/modern/activity/11406354339","Tue, 20 Jun 2023 17:58","1687300654000","1687301908000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.423838","-99.177758","19.437132","-99.198919","21.58","8.68","2262.49","2235.89",""
"Miguel Hidalgo Cycling","","Tue, 20 Jun 2023 08:30",00:22:11,00:17:29,"5.03656","13.622399","17.284667","31.877998","","","","","","168","134","164","","","","","","","https://connect.garmin.com/modern/activity/11406353560","Tue, 20 Jun 2023 08:52","1687267836000","1687269167000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.434855","-99.198952","19.428888","-99.166219","73.57","85.51","2266.16","2234.95",""
"Miguel Hidalgo Cycling","","Mon, 19 Jun 2023 15:53",00:18:12,00:09:43,"0.92225","3.038399","5.694854","10.612799","","","","","","164","120","107","","","","","","","https://connect.garmin.com/modern/activity/11406352634","Mon, 19 Jun 2023 16:11","1687208021000","1687209113000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.431680","-99.200774","19.437136","-99.198821","36.0","9.07","2293.8","2256.67",""
"Miguel Hidalgo Cycling","","Mon, 19 Jun 2023 13:06",00:18:41,00:11:39,"1.00119","3.214800","5.156343","9.540000","","","","","","163","111","90","","","","","","","https://connect.garmin.com/modern/activity/11406349573","Mon, 19 Jun 2023 13:25","1687198008000","1687199129000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435694","-99.199123","19.428995","-99.200986","16.39","4.26","2273.13","2256.24",""
"Miguel Hidalgo Cycling","","Sun, 18 Jun 2023 09:50",03:05:05,01:07:12,"9.28379","4.096800","8.289098","25.495199","","","","","","187","122","675","","","","","","","https://connect.garmin.com/modern/activity/11406347134","Sun, 18 Jun 2023 12:55","1687099811000","1687110916000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.430018","-99.197072","19.437114","-99.198927","128.4","125.87","2292.34","2236.22",""
"Miguel Hidalgo Cycling","","Sun, 11 Jun 2023 08:47",02:40:08,01:14:55,"9.63439","5.320800","7.716085","14.878799","","","","","","159","106","449","","","","","","","https://connect.garmin.com/modern/activity/11406344919","Sun, 11 Jun 2023 11:27","1686491232000","1686500840000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436525","-99.199799","19.437078","-99.198822","153.86","156.45","2283.8","2236.91",""
"Miguel Hidalgo Cycling","","Sun, 21 May 2023 09:15",04:23:07,01:29:06,"11.32118","5.115600","7.623690","15.753599","","","","","","176","117","650","","","","","","","https://connect.garmin.com/modern/activity/11406342514","Sun, 21 May 2023 13:38","1684678530000","1684694317000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.434313","-99.198998","19.437070","-99.198897","2909.25","2906.79","2287.09","-500.0",""
"Cuauhtémoc Cycling","","Fri, 19 May 2023 17:24",00:39:53,00:27:40,"6.75820","11.465999","14.656337","24.890400","","","","","","172","137","272","","","","","","","https://connect.garmin.com/modern/activity/11406340211","Fri, 19 May 2023 18:04","1684535098000","1684537491000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.425753","-99.162331","19.436495","-99.198867","46.42","38.72","2268.65","2234.63",""
"Miguel Hidalgo Cycling","","Fri, 19 May 2023 08:18",00:19:31,00:15:49,"4.96367","15.263999","18.829517","32.212799","","","","","","173","106","93","","","","","","","https://connect.garmin.com/modern/activity/11406339132","Fri, 19 May 2023 08:37","1684502285000","1684503456000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435616","-99.199438","19.428705","-99.165257","71.93","62.7","2269.29","2234.12",""
"Cuajimalpa de Morelos Other","","Sat, 16 Sep 2023 09:56",01:35:12,00:31:12,"3.76997","2.376000","7.249942","11.959200","","","","","","181","125","502","","","","","","","https://connect.garmin.com/modern/activity/12040132814","Sat, 16 Sep 2023 11:31","1694876167000","1694881879000","Forerunner 235 8.20.0.0","other","uncategorized","+19:00","19.333624","-99.314234","19.340110","-99.313319","153.87","140.18","2896.64","2827.4",""
"Miguel Hidalgo Cycling","","Sun, 09 Jul 2023 09:04",02:31:52,01:15:21,"9.60465","5.115600","7.648029","19.112400","","","","","","162","105","422","","","","","","","https://connect.garmin.com/modern/activity/12036312105","Sun, 09 Jul 2023 11:35","1688911443000","1688920555000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436041","-99.198960","19.436938","-99.198912","165.21","159.44","2288.14","2235.23",""
"Cuauhtémoc Cycling","","Wed, 05 Jul 2023 17:48",00:19:19,00:17:33,"4.83324","15.012000","16.523898","28.584000","","","","","","182","157","175","","","","","","","https://connect.garmin.com/modern/activity/12036308887","Wed, 05 Jul 2023 18:07","1688597293000","1688598452000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429189","-99.164981","19.436695","-99.198785","115.57","121.61","2349.8","2236.22",""
"Miguel Hidalgo Cycling","","Wed, 05 Jul 2023 08:28",00:23:17,00:21:17,"5.18588","13.359599","14.619551","36.309601","","","","","","127","125","136","","","","","","","https://connect.garmin.com/modern/activity/12036307946","Wed, 05 Jul 2023 08:51","1688563686000","1688565083000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.435576","-99.198925","19.428785","-99.166617","167.37","179.71","2270.2","2101.6",""
"Cuauhtémoc Cycling","","Mon, 03 Jul 2023 17:45",00:20:59,00:14:57,"3.59476","10.288800","14.427130","27.007199","","","","","","173","137","161","","","","","","","https://connect.garmin.com/modern/activity/12036307077","Mon, 03 Jul 2023 18:06","1688424321000","1688425580000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.423726","-99.176497","19.437097","-99.198742","24.38","4.01","2262.87","2236.24",""
"Miguel Hidalgo Cycling","","Mon, 03 Jul 2023 08:24",00:23:07,00:17:15,"5.21088","13.525199","18.124799","35.672401","","","","","","187","138","170","","","","","","","https://connect.garmin.com/modern/activity/12036306095","Mon, 03 Jul 2023 08:47","1688390660000","1688392047000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.433990","-99.196753","19.428960","-99.166184","72.6","89.66","2271.89","2235.62",""
"Miguel Hidalgo Cycling","","Sun, 02 Jul 2023 10:15",02:32:13,01:13:18,"9.66859","5.489999","7.914261","15.418799","","","","","","177","119","470","","","","","","","https://connect.garmin.com/modern/activity/12036304761","Sun, 02 Jul 2023 12:48","1688310952000","1688320085000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436702","-99.198953","19.437107","-99.198881","109.32","110.05","2285.03","2236.5",""
"Cuauhtémoc Cycling","","Mon, 26 Jun 2023 17:46",00:21:51,00:20:04,"4.90687","13.478399","14.671704","26.672399","","","","","","173","154","194","","","","","","","https://connect.garmin.com/modern/activity/12036301887","Mon, 26 Jun 2023 18:08","1687819591000","1687820902000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.429511","-99.165261","19.436102","-99.198969","79.95","67.41","2268.44","2234.21",""
"Miguel Hidalgo Cycling","","Mon, 26 Jun 2023 08:19",00:23:51,00:16:46,"5.06605","12.743999","18.129005","32.212799","","","","","","178","127","153","","","","","","","https://connect.garmin.com/modern/activity/12036300813","Mon, 26 Jun 2023 08:43","1687785581000","1687787012000","Forerunner 235 8.20.0.0","cycling","uncategorized","+19:00","19.436525","-99.198976","19.429319","-99.165692","35.22","60.39","2272.58","2234.62",""
"2023-12-31T08:55:25+18:00","2023-12-31T10:59:14+18:00","13336024822","Miguel Hidalgo Cycling","","Miguel Hidalgo","America/Costa_Rica","+18:00","01:29:36","02:03:49","00:46:10","Any Activity Type","Cycling","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","5.85867","3.924000120162964","3.9","7.614155855144404","7.6","18.172799491882326","18.2","97.39","122.98","2236.4","2290.64","true","19.436142","-99.199017","19.436875","-99.198970","165","115","420","","3.0","","","","","","","","","","",""
"2023-12-23T12:14:04+18:00","2023-12-23T12:59:43+18:00","13208408451","Ex Convento to La Venta","","Cuajimalpa de Morelos","America/Costa_Rica","+18:00","00:45:39","00:45:39","00:43:11","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","public","fit","3.46797","4.557600116729737","13:10","4.818483983018139","12:27","7.455600357055665","08:03","141.6","244.2","2865.2","2987.34","true","19.312948","-99.311269","19.333542","-99.308879","161","131","305","","3.1","","107.11","226.0","","4618","","","","","",""
"2023-12-23T10:54:39+18:00","2023-12-23T11:08:14+18:00","13208405692","Cuajimalpa de Morelos Other","","Cuajimalpa de Morelos","America/Costa_Rica","+18:00","00:13:35","00:13:35","00:12:47","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","1.12570","4.971600151062012","12:04","5.283598435462842","11:21","10.951200199127198","05:29","47.84","54.08","2950.81","2987.28","true","19.313000","-99.310825","19.313351","-99.311162","175","136","98","","3.0","","118.05","176.0","","1524","","","","","",""
"2023-12-09T08:22:51+18:00","2023-12-09T13:24:52+18:00","13042572229","Cerro San Miguel and Cerro El Caballete from Ex Convento","","Cuajimalpa de Morelos","America/Costa_Rica","+18:00","05:02:01","05:02:01","03:24:42","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","14.16674","2.8152000188827517","21:19","4.152439667806546","14:27","10.882800006866455","05:31","835.29","842.66","2998.39","3763.0","true","19.311429","-99.312655","19.311944","-99.311446","193","153","2042","","5.0","","115.23","250.0","","21994","","","","","",""
"2024-01-27T09:34:28+18:00","2024-01-27T12:46:06+18:00","13693792315","Izta Vulcan La Joya hike","","Amecameca","America/Costa_Rica","+18:00","03:11:38","03:11:38","02:48:08","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","13.75727","4.305599927902222","13:56","4.909414353687549","12:13","12.124800109863282","04:57","487.32","487.96","3676.9","4001.32","true","19.087041","-98.647040","19.087002","-98.647062","198","160","1549","","5.0","","112.59","248.0","","18304","","","","","",""
"2024-01-15T08:32:06+18:00","2024-01-15T09:02:44+18:00","13579643535","Miguel Hidalgo Cycling","","Miguel Hidalgo","America/Costa_Rica","+18:00","00:30:38","00:30:38","00:23:59","Any Activity Type","Cycling","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","4.42239","8.66159963607788","8.7","11.063658437934329","11.1","18.039600563049316","18.0","33.36","29.72","2248.0","2285.65","true","19.429410","-99.196911","19.436014","-99.198991","163","135","195","","4.5","","","","","","","","","","",""
"2024-01-15T07:58:48+18:00","2024-01-15T08:17:17+18:00","13579642749","Miguel Hidalgo Cycling","","Miguel Hidalgo","America/Costa_Rica","+18:00","00:13:34","00:18:29","00:04:09","Any Activity Type","Cycling","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","1.03907","4.597199821472167","4.6","15.02269801863705","15.0","19.11240005493164","19.1","4.09","14.74","2256.1","2270.93","true","19.434390","-99.201896","19.429798","-99.196836","154","118","79","","2.1","","","","","","","","","","",""
"2024-04-14T09:43:52+18:00","2024-04-14T14:40:58+18:00","14905708622","Pico de Águila et Cerro La Cruz del Marquez","","La Magdalena Contreras","America/Costa_Rica","+18:00","04:50:29","04:57:06","01:51:55","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","7.54136","1.5587999939918518","38:29","4.0430224869694715","14:50","8.128799629211427","07:23","733.02","726.51","3291.34","3924.3","true","19.226678","-99.267314","19.226428","-99.268100","191","152","1810","","5.0","","115.55","245.0","","9762","","","","","",""
"2024-04-07T00:20:14+18:00","2024-04-07T06:00:48+18:00","14782534247","Izta Attempt","","Amecameca","America/Costa_Rica","+18:00","05:32:48","05:40:34","01:54:20","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","8.95930","1.6164000034332275","37:07","4.701673469387754","12:46","5.745599842071534","10:27","2473.9","2329.26","2243.4","4611.06","true","19.112014","-98.653170","19.133562","-98.652077","173","122","1424","","4.8","","118.34","183.0","","3524","","","","","",""
"2024-04-06T13:17:14+18:00","2024-04-06T15:12:56+18:00","14782276091","Izta Primer Portillo","","Amecameca","America/Costa_Rica","+18:00","01:33:53","01:55:42","01:01:59","Any Activity Type","Hiking","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","3.44076","2.199600005149841","27:17","3.330663081473514","18:01","14.979599189758302","04:00","325.68","327.92","3963.91","4250.33","true","19.133777","-98.651838","19.133652","-98.652202","192","151","671","","5.0","","114.95","188.0","","3304","","","","","",""
"2024-03-15T07:49:42+18:00","2024-03-15T08:16:31+18:00","14782240849","Teotihuacán Cycling","","Teotihuacán","America/Costa_Rica","+18:00","00:26:49","00:26:49","00:14:05","Any Activity Type","Cycling","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","1.35646","3.034799981117249","3.0","5.779001017011834","5.8","17.66879997253418","17.7","21.72","3.22","2303.62","2327.0","true","19.700575","-98.846294","19.703991","-98.852565","172","95","88","","1.4","","","","","","","","","","",""
"2024-02-19T08:10:27+18:00","2024-02-19T08:29:47+18:00","14042190891","Miguel Hidalgo Cycling","","Miguel Hidalgo","America/Costa_Rica","+18:00","00:19:20","00:19:20","00:09:24","Any Activity Type","Cycling","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","1.23729","3.8375999450683596","3.8","7.8975959940159575","7.9","19.447199821472168","19.4","28.77","32.17","2259.0","2281.4","true","19.436371","-99.205530","19.432998","-99.200206","167","119","91","","2.5","","","","","","","","","","",""
"2024-02-18T09:47:34+18:00","2024-02-18T11:01:26+18:00","14024546980","Centro Historico ride with Ron","","Miguel Hidalgo","America/Costa_Rica","+18:00","01:13:52","01:13:52","00:55:45","Any Activity Type","Cycling","Uncategorized","Forerunner 235 8.20.0.0","","subscribers","fit","13.54424","11.001599979400636","11.0","14.576760790358746","14.6","25.05959987640381","25.1","149.0","146.47","2232.04","2283.3","true","19.433011","-99.194137","19.436004","-99.198913","181","149","555","","4.7","","","","","","","","","","",""
